PA,SZ,AG,TOD,Pop,Sex,Time
Pasir Ris,Pasir Ris Central,55_to_59,5-Room and Executive Flats,710,Females,2024
Pasir Ris,Pasir Ris Central,55_to_59,Condominiums and Other Apartments,380,Females,2024
Pasir Ris,Pasir Ris Central,55_to_59,Landed Properties,20,Females,2024
Pasir Ris,Pasir Ris Central,60_to_64,1- and 2-Room Flats*,40,Females,2024
Pasir Ris,Pasir Ris Central,60_to_64,3-Room Flats,30,Females,2024
Pasir Ris,Pasir Ris Central,60_to_64,4-Room Flats,270,Females,2024
Pasir Ris,Pasir Ris Central,60_to_64,5-Room and Executive Flats,650,Females,2024
Pasir Ris,Pasir Ris Central,60_to_64,Condominiums and Other Apartments,310,Females,2024
Pasir Ris,Pasir Ris Central,60_to_64,Landed Properties,30,Females,2024
Pasir Ris,Pasir Ris Central,65_to_69,1- and 2-Room Flats*,40,Females,2024
Pasir Ris,Pasir Ris Central,65_to_69,3-Room Flats,20,Females,2024
Pasir Ris,Pasir Ris Central,65_to_69,4-Room Flats,150,Females,2024
Pasir Ris,Pasir Ris Central,65_to_69,5-Room and Executive Flats,490,Females,2024
Pasir Ris,Pasir Ris Central,65_to_69,Condominiums and Other Apartments,190,Females,2024
Pasir Ris,Pasir Ris Central,65_to_69,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Central,70_to_74,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Central,70_to_74,3-Room Flats,10,Females,2024
Pasir Ris,Pasir Ris Central,70_to_74,4-Room Flats,110,Females,2024
Pasir Ris,Pasir Ris Central,70_to_74,5-Room and Executive Flats,300,Females,2024
Pasir Ris,Pasir Ris Central,70_to_74,Condominiums and Other Apartments,100,Females,2024
Pasir Ris,Pasir Ris Central,70_to_74,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Central,75_to_79,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Central,75_to_79,3-Room Flats,10,Females,2024
Pasir Ris,Pasir Ris Central,75_to_79,4-Room Flats,60,Females,2024
Pasir Ris,Pasir Ris Central,75_to_79,5-Room and Executive Flats,180,Females,2024
Pasir Ris,Pasir Ris Central,75_to_79,Condominiums and Other Apartments,70,Females,2024
Pasir Ris,Pasir Ris Central,80_to_84,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Central,80_to_84,3-Room Flats,10,Females,2024
Pasir Ris,Pasir Ris Central,80_to_84,4-Room Flats,50,Females,2024
Pasir Ris,Pasir Ris Central,80_to_84,5-Room and Executive Flats,100,Females,2024
Pasir Ris,Pasir Ris Central,80_to_84,Condominiums and Other Apartments,40,Females,2024
Pasir Ris,Pasir Ris Central,85_to_89,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Central,85_to_89,4-Room Flats,30,Females,2024
Pasir Ris,Pasir Ris Central,85_to_89,5-Room and Executive Flats,70,Females,2024
Pasir Ris,Pasir Ris Central,85_to_89,Condominiums and Other Apartments,20,Females,2024
Pasir Ris,Pasir Ris Central,90 & Over,3-Room Flats,10,Females,2024
Pasir Ris,Pasir Ris Central,90 & Over,4-Room Flats,20,Females,2024
Pasir Ris,Pasir Ris Central,90 & Over,5-Room and Executive Flats,40,Females,2024
Pasir Ris,Pasir Ris Central,90 & Over,Condominiums and Other Apartments,10,Females,2024
Pasir Ris,Pasir Ris Drive,0_to_4,4-Room Flats,330,Females,2024
Pasir Ris,Pasir Ris Drive,0_to_4,5-Room and Executive Flats,480,Females,2024
Pasir Ris,Pasir Ris Drive,0_to_4,Condominiums and Other Apartments,20,Females,2024
Pasir Ris,Pasir Ris Drive,5_to_9,4-Room Flats,310,Females,2024
Pasir Ris,Pasir Ris Drive,5_to_9,5-Room and Executive Flats,540,Females,2024
Pasir Ris,Pasir Ris Drive,5_to_9,Condominiums and Other Apartments,50,Females,2024
Pasir Ris,Pasir Ris Drive,10_to_14,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,10_to_14,4-Room Flats,350,Females,2024
Pasir Ris,Pasir Ris Drive,10_to_14,5-Room and Executive Flats,640,Females,2024
Pasir Ris,Pasir Ris Drive,10_to_14,Condominiums and Other Apartments,60,Females,2024
Pasir Ris,Pasir Ris Drive,15_to_19,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,15_to_19,4-Room Flats,450,Females,2024
Pasir Ris,Pasir Ris Drive,15_to_19,5-Room and Executive Flats,740,Females,2024
Pasir Ris,Pasir Ris Drive,15_to_19,Condominiums and Other Apartments,70,Females,2024
Pasir Ris,Pasir Ris Drive,20_to_24,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Drive,20_to_24,4-Room Flats,580,Females,2024
Pasir Ris,Pasir Ris Drive,20_to_24,5-Room and Executive Flats,"1,060",Females,2024
Pasir Ris,Pasir Ris Drive,20_to_24,Condominiums and Other Apartments,50,Females,2024
Pasir Ris,Pasir Ris Drive,25_to_29,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Drive,25_to_29,4-Room Flats,920,Females,2024
Pasir Ris,Pasir Ris Drive,25_to_29,5-Room and Executive Flats,"1,370",Females,2024
Pasir Ris,Pasir Ris Drive,25_to_29,Condominiums and Other Apartments,50,Females,2024
Pasir Ris,Pasir Ris Drive,30_to_34,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,30_to_34,4-Room Flats,930,Females,2024
Pasir Ris,Pasir Ris Drive,30_to_34,5-Room and Executive Flats,"1,130",Females,2024
Pasir Ris,Pasir Ris Drive,30_to_34,Condominiums and Other Apartments,40,Females,2024
Pasir Ris,Pasir Ris Drive,35_to_39,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,35_to_39,4-Room Flats,540,Females,2024
Pasir Ris,Pasir Ris Drive,35_to_39,5-Room and Executive Flats,810,Females,2024
Pasir Ris,Pasir Ris Drive,35_to_39,Condominiums and Other Apartments,50,Females,2024
Pasir Ris,Pasir Ris Drive,40_to_44,4-Room Flats,580,Females,2024
Pasir Ris,Pasir Ris Drive,40_to_44,5-Room and Executive Flats,720,Females,2024
Pasir Ris,Pasir Ris Drive,40_to_44,Condominiums and Other Apartments,90,Females,2024
Pasir Ris,Pasir Ris Drive,45_to_49,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,45_to_49,4-Room Flats,590,Females,2024
Pasir Ris,Pasir Ris Drive,45_to_49,5-Room and Executive Flats,770,Females,2024
Pasir Ris,Pasir Ris Drive,45_to_49,Condominiums and Other Apartments,90,Females,2024
Pasir Ris,Pasir Ris Drive,50_to_54,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,50_to_54,4-Room Flats,650,Females,2024
Pasir Ris,Pasir Ris Drive,50_to_54,5-Room and Executive Flats,"1,030",Females,2024
Pasir Ris,Pasir Ris Drive,50_to_54,Condominiums and Other Apartments,70,Females,2024
Pasir Ris,Pasir Ris Drive,50_to_54,Others,10,Females,2024
Pasir Ris,Pasir Ris Drive,55_to_59,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Drive,55_to_59,4-Room Flats,"1,140",Females,2024
Pasir Ris,Pasir Ris Drive,55_to_59,5-Room and Executive Flats,"1,550",Females,2024
Pasir Ris,Pasir Ris Drive,55_to_59,Condominiums and Other Apartments,60,Females,2024
Pasir Ris,Pasir Ris Drive,60_to_64,1- and 2-Room Flats*,20,Females,2024
Pasir Ris,Pasir Ris Drive,60_to_64,4-Room Flats,"1,030",Females,2024
Pasir Ris,Pasir Ris Drive,60_to_64,5-Room and Executive Flats,"1,380",Females,2024
Pasir Ris,Pasir Ris Drive,60_to_64,Condominiums and Other Apartments,50,Females,2024
Pasir Ris,Pasir Ris Drive,65_to_69,1- and 2-Room Flats*,50,Females,2024
Pasir Ris,Pasir Ris Drive,65_to_69,4-Room Flats,800,Females,2024
Pasir Ris,Pasir Ris Drive,65_to_69,5-Room and Executive Flats,990,Females,2024
Pasir Ris,Pasir Ris Drive,65_to_69,Condominiums and Other Apartments,40,Females,2024
Pasir Ris,Pasir Ris Drive,70_to_74,1- and 2-Room Flats*,70,Females,2024
Pasir Ris,Pasir Ris Drive,70_to_74,4-Room Flats,530,Females,2024
Pasir Ris,Pasir Ris Drive,70_to_74,5-Room and Executive Flats,580,Females,2024
Pasir Ris,Pasir Ris Drive,70_to_74,Condominiums and Other Apartments,30,Females,2024
Pasir Ris,Pasir Ris Drive,75_to_79,1- and 2-Room Flats*,50,Females,2024
Pasir Ris,Pasir Ris Drive,75_to_79,4-Room Flats,300,Females,2024
Pasir Ris,Pasir Ris Drive,75_to_79,5-Room and Executive Flats,370,Females,2024
Pasir Ris,Pasir Ris Drive,75_to_79,Condominiums and Other Apartments,20,Females,2024
Pasir Ris,Pasir Ris Drive,80_to_84,1- and 2-Room Flats*,30,Females,2024
Pasir Ris,Pasir Ris Drive,80_to_84,4-Room Flats,180,Females,2024
Pasir Ris,Pasir Ris Drive,80_to_84,5-Room and Executive Flats,230,Females,2024
Pasir Ris,Pasir Ris Drive,80_to_84,Condominiums and Other Apartments,20,Females,2024
Pasir Ris,Pasir Ris Drive,85_to_89,1- and 2-Room Flats*,10,Females,2024
Pasir Ris,Pasir Ris Drive,85_to_89,4-Room Flats,100,Females,2024
Pasir Ris,Pasir Ris Drive,85_to_89,5-Room and Executive Flats,150,Females,2024
Pasir Ris,Pasir Ris Drive,90 & Over,4-Room Flats,70,Females,2024
Pasir Ris,Pasir Ris Drive,90 & Over,5-Room and Executive Flats,90,Females,2024
Pasir Ris,Pasir Ris Park,0_to_4,Condominiums and Other Apartments,150,Females,2024
Pasir Ris,Pasir Ris Park,0_to_4,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,5_to_9,Condominiums and Other Apartments,280,Females,2024
Pasir Ris,Pasir Ris Park,10_to_14,Condominiums and Other Apartments,280,Females,2024
Pasir Ris,Pasir Ris Park,10_to_14,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,15_to_19,Condominiums and Other Apartments,230,Females,2024
Pasir Ris,Pasir Ris Park,15_to_19,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,20_to_24,Condominiums and Other Apartments,230,Females,2024
Pasir Ris,Pasir Ris Park,20_to_24,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,25_to_29,Condominiums and Other Apartments,160,Females,2024
Pasir Ris,Pasir Ris Park,25_to_29,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,30_to_34,Condominiums and Other Apartments,220,Females,2024
Pasir Ris,Pasir Ris Park,30_to_34,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,35_to_39,Condominiums and Other Apartments,410,Females,2024
Pasir Ris,Pasir Ris Park,35_to_39,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,40_to_44,Condominiums and Other Apartments,430,Females,2024
Pasir Ris,Pasir Ris Park,40_to_44,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,45_to_49,Condominiums and Other Apartments,430,Females,2024
Pasir Ris,Pasir Ris Park,45_to_49,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,50_to_54,Condominiums and Other Apartments,350,Females,2024
Pasir Ris,Pasir Ris Park,50_to_54,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,55_to_59,Condominiums and Other Apartments,280,Females,2024
Pasir Ris,Pasir Ris Park,55_to_59,Landed Properties,20,Females,2024
Pasir Ris,Pasir Ris Park,60_to_64,Condominiums and Other Apartments,180,Females,2024
Pasir Ris,Pasir Ris Park,60_to_64,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,65_to_69,Condominiums and Other Apartments,90,Females,2024
Pasir Ris,Pasir Ris Park,65_to_69,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,70_to_74,Condominiums and Other Apartments,70,Females,2024
Pasir Ris,Pasir Ris Park,70_to_74,Landed Properties,10,Females,2024
Pasir Ris,Pasir Ris Park,75_to_79,Condominiums and Other Apartments,60,Females,2024
Pasir Ris,Pasir Ris Park,80_to_84,Condominiums and Other Apartments,20,Females,2024
Pasir Ris,Pasir Ris Park,85_to_89,Condominiums and Other Apartments,10,Females,2024
Pasir Ris,Pasir Ris Park,90 & Over,Condominiums and Other Apartments,10,Females,2024
Pasir Ris,Pasir Ris West,0_to_4,4-Room Flats,150,Females,2024
Pasir Ris,Pasir Ris West,0_to_4,5-Room and Executive Flats,250,Females,2024
Pasir Ris,Pasir Ris West,0_to_4,Condominiums and Other Apartments,100,Females,2024
Pasir Ris,Pasir Ris West,0_to_4,Landed Properties,20,Females,2024
Pasir Ris,Pasir Ris West,5_to_9,4-Room Flats,150,Females,2024
Pasir Ris,Pasir Ris West,5_to_9,5-Room and Executive Flats,280,Females,2024
Pasir Ris,Pasir Ris West,5_to_9,Condominiums and Other Apartments,210,Females,2024
Pasir Ris,Pasir Ris West,5_to_9,Landed Properties,30,Females,2024
Pasir Ris,Pasir Ris West,10_to_14,4-Room Flats,170,Females,2024
Pasir Ris,Pasir Ris West,10_to_14,5-Room and Executive Flats,360,Females,2024
Pasir Ris,Pasir Ris West,10_to_14,Condominiums and Other Apartments,260,Females,2024
Pasir Ris,Pasir Ris West,10_to_14,Landed Properties,50,Females,2024
Pasir Ris,Pasir Ris West,15_to_19,4-Room Flats,250,Females,2024
Pasir Ris,Pasir Ris West,15_to_19,5-Room and Executive Flats,440,Females,2024
Pasir Ris,Pasir Ris West,15_to_19,Condominiums and Other Apartments,230,Females,2024
Pasir Ris,Pasir Ris West,15_to_19,Landed Properties,70,Females,2024
Pasir Ris,Pasir Ris West,20_to_24,4-Room Flats,350,Females,2024
Pasir Ris,Pasir Ris West,20_to_24,5-Room and Executive Flats,650,Females,2024
Pasir Ris,Pasir Ris West,20_to_24,Condominiums and Other Apartments,200,Females,2024
Pasir Ris,Pasir Ris West,20_to_24,Landed Properties,70,Females,2024
Pasir Ris,Pasir Ris West,25_to_29,4-Room Flats,520,Females,2024
Pasir Ris,Pasir Ris West,25_to_29,5-Room and Executive Flats,800,Females,2024
Pasir Ris,Pasir Ris West,25_to_29,Condominiums and Other Apartments,150,Females,2024
Pasir Ris,Pasir Ris West,25_to_29,Landed Properties,70,Females,2024
Pasir Ris,Pasir Ris West,30_to_34,4-Room Flats,420,Females,2024
Pasir Ris,Pasir Ris West,30_to_34,5-Room and Executive Flats,640,Females,2024
Pasir Ris,Pasir Ris West,30_to_34,Condominiums and Other Apartments,170,Females,2024
Pasir Ris,Pasir Ris West,30_to_34,Landed Properties,50,Females,2024
Pasir Ris,Pasir Ris West,35_to_39,4-Room Flats,240,Females,2024
Pasir Ris,Pasir Ris West,35_to_39,5-Room and Executive Flats,440,Females,2024
Pasir Ris,Pasir Ris West,35_to_39,Condominiums and Other Apartments,250,Females,2024
Pasir Ris,Pasir Ris West,35_to_39,Landed Properties,40,Females,2024
Pasir Ris,Pasir Ris West,40_to_44,4-Room Flats,260,Females,2024
Pasir Ris,Pasir Ris West,40_to_44,5-Room and Executive Flats,420,Females,2024
Pasir Ris,Pasir Ris West,40_to_44,Condominiums and Other Apartments,360,Females,2024
Pasir Ris,Pasir Ris West,40_to_44,Landed Properties,60,Females,2024
Pasir Ris,Pasir Ris West,45_to_49,4-Room Flats,350,Females,2024
Pasir Ris,Pasir Ris West,45_to_49,5-Room and Executive Flats,500,Females,2024
Pasir Ris,Pasir Ris West,45_to_49,Condominiums and Other Apartments,360,Females,2024
Pasir Ris,Pasir Ris West,45_to_49,Landed Properties,60,Females,2024
Pasir Ris,Pasir Ris West,50_to_54,4-Room Flats,380,Females,2024
Pasir Ris,Pasir Ris West,50_to_54,5-Room and Executive Flats,720,Females,2024
Pasir Ris,Pasir Ris West,50_to_54,Condominiums and Other Apartments,280,Females,2024
Pasir Ris,Pasir Ris West,50_to_54,Landed Properties,80,Females,2024
Pasir Ris,Pasir Ris West,55_to_59,4-Room Flats,590,Females,2024
Pasir Ris,Pasir Ris West,55_to_59,5-Room and Executive Flats,"1,030",Females,2024
Pasir Ris,Pasir Ris West,55_to_59,Condominiums and Other Apartments,210,Females,2024
Pasir Ris,Pasir Ris West,55_to_59,Landed Properties,100,Females,2024
Pasir Ris,Pasir Ris West,60_to_64,4-Room Flats,440,Females,2024
Pasir Ris,Pasir Ris West,60_to_64,5-Room and Executive Flats,710,Females,2024
Pasir Ris,Pasir Ris West,60_to_64,Condominiums and Other Apartments,150,Females,2024
Pasir Ris,Pasir Ris West,60_to_64,Landed Properties,80,Females,2024
Pasir Ris,Pasir Ris West,65_to_69,4-Room Flats,280,Females,2024
Pasir Ris,Pasir Ris West,65_to_69,5-Room and Executive Flats,500,Females,2024
Pasir Ris,Pasir Ris West,65_to_69,Condominiums and Other Apartments,80,Females,2024
Pasir Ris,Pasir Ris West,65_to_69,Landed Properties,70,Females,2024
Pasir Ris,Pasir Ris West,70_to_74,4-Room Flats,180,Females,2024
Pasir Ris,Pasir Ris West,70_to_74,5-Room and Executive Flats,300,Females,2024
Pasir Ris,Pasir Ris West,70_to_74,Condominiums and Other Apartments,50,Females,2024
Pasir Ris,Pasir Ris West,70_to_74,Landed Properties,70,Females,2024
Pasir Ris,Pasir Ris West,75_to_79,4-Room Flats,110,Females,2024
Pasir Ris,Pasir Ris West,75_to_79,5-Room and Executive Flats,180,Females,2024
Pasir Ris,Pasir Ris West,75_to_79,Condominiums and Other Apartments,40,Females,2024
Pasir Ris,Pasir Ris West,75_to_79,Landed Properties,50,Females,2024
Pasir Ris,Pasir Ris West,80_to_84,4-Room Flats,60,Females,2024
Pasir Ris,Pasir Ris West,80_to_84,5-Room and Executive Flats,130,Females,2024
Pasir Ris,Pasir Ris West,80_to_84,Condominiums and Other Apartments,30,Females,2024
Pasir Ris,Pasir Ris West,80_to_84,Landed Properties,20,Females,2024
Pasir Ris,Pasir Ris West,85_to_89,4-Room Flats,40,Females,2024
Pasir Ris,Pasir Ris West,85_to_89,5-Room and Executive Flats,90,Females,2024
Pasir Ris,Pasir Ris West,85_to_89,Condominiums and Other Apartments,20,Females,2024
Pasir Ris,Pasir Ris West,85_to_89,Landed Properties,20,Females,2024
Pasir Ris,Pasir Ris West,90 & Over,4-Room Flats,30,Females,2024
Pasir Ris,Pasir Ris West,90 & Over,5-Room and Executive Flats,50,Females,2024
Pasir Ris,Pasir Ris West,90 & Over,Condominiums and Other Apartments,10,Females,2024
Pasir Ris,Pasir Ris West,90 & Over,Landed Properties,10,Females,2024
Punggol,Matilda,0_to_4,1- and 2-Room Flats*,100,Females,2024
Punggol,Matilda,0_to_4,3-Room Flats,130,Females,2024
Punggol,Matilda,0_to_4,4-Room Flats,830,Females,2024
Punggol,Matilda,0_to_4,5-Room and Executive Flats,460,Females,2024
Punggol,Matilda,0_to_4,Condominiums and Other Apartments,230,Females,2024
Punggol,Matilda,5_to_9,1- and 2-Room Flats*,100,Females,2024
Punggol,Matilda,5_to_9,3-Room Flats,110,Females,2024
Punggol,Matilda,5_to_9,4-Room Flats,"1,000",Females,2024
Punggol,Matilda,5_to_9,5-Room and Executive Flats,530,Females,2024
Punggol,Matilda,5_to_9,Condominiums and Other Apartments,440,Females,2024
Punggol,Matilda,10_to_14,1- and 2-Room Flats*,80,Females,2024
Punggol,Matilda,10_to_14,3-Room Flats,160,Females,2024
Punggol,Matilda,10_to_14,4-Room Flats,760,Females,2024
Punggol,Matilda,10_to_14,5-Room and Executive Flats,480,Females,2024
Punggol,Matilda,10_to_14,Condominiums and Other Apartments,410,Females,2024
Punggol,Matilda,15_to_19,1- and 2-Room Flats*,80,Females,2024
Punggol,Matilda,15_to_19,3-Room Flats,120,Females,2024
Punggol,Matilda,15_to_19,4-Room Flats,410,Females,2024
Punggol,Matilda,15_to_19,5-Room and Executive Flats,390,Females,2024
Punggol,Matilda,15_to_19,Condominiums and Other Apartments,350,Females,2024
Punggol,Matilda,20_to_24,1- and 2-Room Flats*,100,Females,2024
Punggol,Matilda,20_to_24,3-Room Flats,120,Females,2024
Punggol,Matilda,20_to_24,4-Room Flats,340,Females,2024
Punggol,Matilda,20_to_24,5-Room and Executive Flats,280,Females,2024
Punggol,Matilda,20_to_24,Condominiums and Other Apartments,250,Females,2024
Punggol,Matilda,25_to_29,1- and 2-Room Flats*,120,Females,2024
Punggol,Matilda,25_to_29,3-Room Flats,160,Females,2024
Punggol,Matilda,25_to_29,4-Room Flats,580,Females,2024
Punggol,Matilda,25_to_29,5-Room and Executive Flats,260,Females,2024
Punggol,Matilda,25_to_29,Condominiums and Other Apartments,170,Females,2024
Punggol,Matilda,30_to_34,1- and 2-Room Flats*,120,Females,2024
Punggol,Matilda,30_to_34,3-Room Flats,200,Females,2024
Punggol,Matilda,30_to_34,4-Room Flats,"1,270",Females,2024
Punggol,Matilda,30_to_34,5-Room and Executive Flats,570,Females,2024
Punggol,Matilda,30_to_34,Condominiums and Other Apartments,270,Females,2024
Punggol,Matilda,35_to_39,1- and 2-Room Flats*,110,Females,2024
Punggol,Matilda,35_to_39,3-Room Flats,290,Females,2024
Punggol,Matilda,35_to_39,4-Room Flats,"1,560",Females,2024
Punggol,Matilda,35_to_39,5-Room and Executive Flats,780,Females,2024
Punggol,Matilda,35_to_39,Condominiums and Other Apartments,510,Females,2024
Punggol,Matilda,40_to_44,1- and 2-Room Flats*,90,Females,2024
Punggol,Matilda,40_to_44,3-Room Flats,300,Females,2024
Punggol,Matilda,40_to_44,4-Room Flats,"1,440",Females,2024
Punggol,Matilda,40_to_44,5-Room and Executive Flats,800,Females,2024
Punggol,Matilda,40_to_44,Condominiums and Other Apartments,640,Females,2024
Punggol,Matilda,45_to_49,1- and 2-Room Flats*,150,Females,2024
Punggol,Matilda,45_to_49,3-Room Flats,190,Females,2024
Punggol,Matilda,45_to_49,4-Room Flats,780,Females,2024
Punggol,Matilda,45_to_49,5-Room and Executive Flats,550,Females,2024
Punggol,Matilda,45_to_49,Condominiums and Other Apartments,550,Females,2024
Punggol,Matilda,50_to_54,1- and 2-Room Flats*,150,Females,2024
Punggol,Matilda,50_to_54,3-Room Flats,180,Females,2024
Punggol,Matilda,50_to_54,4-Room Flats,500,Females,2024
Punggol,Matilda,50_to_54,5-Room and Executive Flats,430,Females,2024
Punggol,Matilda,50_to_54,Condominiums and Other Apartments,440,Females,2024
Punggol,Matilda,55_to_59,1- and 2-Room Flats*,150,Females,2024
Punggol,Matilda,55_to_59,3-Room Flats,190,Females,2024
Punggol,Matilda,55_to_59,4-Room Flats,380,Females,2024
Punggol,Matilda,55_to_59,5-Room and Executive Flats,250,Females,2024
Punggol,Matilda,55_to_59,Condominiums and Other Apartments,210,Females,2024
Punggol,Matilda,60_to_64,1- and 2-Room Flats*,130,Females,2024
Punggol,Matilda,60_to_64,3-Room Flats,160,Females,2024
Punggol,Matilda,60_to_64,4-Room Flats,300,Females,2024
Punggol,Matilda,60_to_64,5-Room and Executive Flats,240,Females,2024
Punggol,Matilda,60_to_64,Condominiums and Other Apartments,120,Females,2024
Punggol,Matilda,65_to_69,1- and 2-Room Flats*,160,Females,2024
Punggol,Matilda,65_to_69,3-Room Flats,160,Females,2024
Punggol,Matilda,65_to_69,4-Room Flats,280,Females,2024
Punggol,Matilda,65_to_69,5-Room and Executive Flats,210,Females,2024
Punggol,Matilda,65_to_69,Condominiums and Other Apartments,100,Females,2024
Punggol,Matilda,70_to_74,1- and 2-Room Flats*,190,Females,2024
Punggol,Matilda,70_to_74,3-Room Flats,130,Females,2024
Punggol,Matilda,70_to_74,4-Room Flats,210,Females,2024
Punggol,Matilda,70_to_74,5-Room and Executive Flats,150,Females,2024
Punggol,Matilda,70_to_74,Condominiums and Other Apartments,70,Females,2024
Punggol,Matilda,75_to_79,1- and 2-Room Flats*,90,Females,2024
Punggol,Matilda,75_to_79,3-Room Flats,80,Females,2024
Punggol,Matilda,75_to_79,4-Room Flats,150,Females,2024
Punggol,Matilda,75_to_79,5-Room and Executive Flats,100,Females,2024
Punggol,Matilda,75_to_79,Condominiums and Other Apartments,50,Females,2024
Punggol,Matilda,80_to_84,1- and 2-Room Flats*,70,Females,2024
Punggol,Matilda,80_to_84,3-Room Flats,40,Females,2024
Punggol,Matilda,80_to_84,4-Room Flats,70,Females,2024
Punggol,Matilda,80_to_84,5-Room and Executive Flats,50,Females,2024
Punggol,Matilda,80_to_84,Condominiums and Other Apartments,30,Females,2024
Punggol,Matilda,85_to_89,1- and 2-Room Flats*,20,Females,2024
Punggol,Matilda,85_to_89,3-Room Flats,20,Females,2024
Punggol,Matilda,85_to_89,4-Room Flats,40,Females,2024
Punggol,Matilda,85_to_89,5-Room and Executive Flats,30,Females,2024
Punggol,Matilda,85_to_89,Condominiums and Other Apartments,10,Females,2024
Punggol,Matilda,90 & Over,1- and 2-Room Flats*,10,Females,2024
Punggol,Matilda,90 & Over,3-Room Flats,10,Females,2024
Punggol,Matilda,90 & Over,4-Room Flats,20,Females,2024
Punggol,Matilda,90 & Over,5-Room and Executive Flats,20,Females,2024
Punggol,Matilda,90 & Over,Condominiums and Other Apartments,10,Females,2024
Punggol,Northshore,0_to_4,1- and 2-Room Flats*,20,Females,2024
Punggol,Northshore,0_to_4,3-Room Flats,70,Females,2024
Punggol,Northshore,0_to_4,4-Room Flats,560,Females,2024
Punggol,Northshore,0_to_4,5-Room and Executive Flats,260,Females,2024
Punggol,Northshore,0_to_4,Landed Properties,10,Females,2024
Punggol,Northshore,5_to_9,1- and 2-Room Flats*,20,Females,2024
Punggol,Northshore,5_to_9,3-Room Flats,100,Females,2024
Punggol,Northshore,5_to_9,4-Room Flats,370,Females,2024
Punggol,Northshore,5_to_9,5-Room and Executive Flats,170,Females,2024
Punggol,Northshore,5_to_9,Landed Properties,10,Females,2024
Punggol,Northshore,10_to_14,1- and 2-Room Flats*,20,Females,2024
Punggol,Northshore,10_to_14,3-Room Flats,60,Females,2024
Punggol,Northshore,10_to_14,4-Room Flats,110,Females,2024
Punggol,Northshore,10_to_14,5-Room and Executive Flats,130,Females,2024
Punggol,Northshore,10_to_14,Landed Properties,10,Females,2024
Punggol,Northshore,15_to_19,1- and 2-Room Flats*,30,Females,2024
Punggol,Northshore,15_to_19,3-Room Flats,60,Females,2024
Punggol,Northshore,15_to_19,4-Room Flats,130,Females,2024
Punggol,Northshore,15_to_19,5-Room and Executive Flats,100,Females,2024
Punggol,Northshore,15_to_19,Landed Properties,10,Females,2024
Punggol,Northshore,20_to_24,1- and 2-Room Flats*,30,Females,2024
Punggol,Northshore,20_to_24,3-Room Flats,50,Females,2024
Punggol,Northshore,20_to_24,4-Room Flats,80,Females,2024
Punggol,Northshore,20_to_24,5-Room and Executive Flats,100,Females,2024
Punggol,Northshore,20_to_24,Landed Properties,20,Females,2024
Punggol,Northshore,25_to_29,1- and 2-Room Flats*,30,Females,2024
Punggol,Northshore,25_to_29,3-Room Flats,80,Females,2024
Punggol,Northshore,25_to_29,4-Room Flats,320,Females,2024
Punggol,Northshore,25_to_29,5-Room and Executive Flats,130,Females,2024
Punggol,Northshore,25_to_29,Landed Properties,10,Females,2024
Punggol,Northshore,30_to_34,1- and 2-Room Flats*,30,Females,2024
Punggol,Northshore,30_to_34,3-Room Flats,160,Females,2024
Punggol,Northshore,30_to_34,4-Room Flats,"1,000",Females,2024
Punggol,Northshore,30_to_34,5-Room and Executive Flats,450,Females,2024
Punggol,Northshore,30_to_34,Landed Properties,20,Females,2024
Punggol,Northshore,35_to_39,1- and 2-Room Flats*,40,Females,2024
Punggol,Northshore,35_to_39,3-Room Flats,80,Females,2024
Punggol,Northshore,35_to_39,4-Room Flats,510,Females,2024
